id	layer	check	verdict	subject	evidence	autofix	action
C1-56ad97	conservation	C1	IDENTISCH	19 source artefacts	all present in fsh-generated, matched by id or canonical url (source: fsh-generated/resources)	-	-
C2-6aea4a	conservation	C2	IDENTISCH	output/de (19 artefacts)	every generated resource is rendered and listed in artifacts.html	-	-
C2-b0691b	conservation	C2	IDENTISCH	output/en (19 artefacts)	every generated resource is rendered and listed in artifacts.html	-	-
C3-2e311d	conservation	C3	IDENTISCH	index.md	migrated -> input/pagecontent/index.md (input/pagecontent/index.md)	-	-
C3-0b1699	conservation	C3	IDENTISCH	Datensaetze.page.md	migrated -> input/pagecontent/logical-models.md (input/pagecontent/logical-models.md)	-	-
C3-d2d566	conservation	C3	IDENTISCH	AnwendungsflleInformationsmodell/Index.page.md	retired: 13-word navigation stub [MAP-EDIT: all 3 children routed to template pages (guidance/logical-models/uml-diagrams); a hub would hold nothing]	-	-
C3-ec086e	conservation	C3	IDENTISCH	Szenarien.page.md	migrated -> input/pagecontent/guidance.md (input/pagecontent/guidance.md)	-	-
C3-fcd593	conservation	C3	IDENTISCH	UML.page.md	migrated -> input/pagecontent/uml-diagrams.md (input/pagecontent/uml-diagrams.md)	-	-
C3-b3ccf2	conservation	C3	IDENTISCH	Beschreibung.page.md	migrated -> input/pagecontent/index.md (input/pagecontent/index.md)	-	-
C3-2456fc	conservation	C3	IDENTISCH	HinweisTemplate.page.md	retired: orphan Simplifier authoring stub [MAP-EDIT: 4 words, not in toc, contains the {{render:HereBeDragons}} error artifact - not module content]	-	-
C3-7717f8	conservation	C3	IDENTISCH	MIIIGModulDokument/Index.page.md	migrated -> input/pagecontent/index.md (input/pagecontent/index.md)	-	-
C3-2c8296	conservation	C3	IDENTISCH	Kontext-Bezuege.page.md	migrated -> input/pagecontent/implementer-guidance.md (input/pagecontent/implementer-guidance.md)	-	-
C3-b75bba	conservation	C3	IDENTISCH	Referenzen.page.md	migrated -> input/pagecontent/implementer-guidance.md (input/pagecontent/implementer-guidance.md)	-	-
C3-126e79	conservation	C3	IDENTISCH	Release-Notes.page.md	migrated -> input/pagecontent/changes.md (input/pagecontent/changes.md)	-	-
C3-32eff4	conservation	C3	IDENTISCH	CapabilityStatement.page.md	migrated -> input/pagecontent/capability-statements.md (input/pagecontent/capability-statements.md)	-	-
C3-d58f1b	conservation	C3	IDENTISCH	Conformance.page.md	migrated -> input/pagecontent/implementer-guidance.md (input/pagecontent/implementer-guidance.md)	-	-
C3-8fa51d	conservation	C3	IDENTISCH	Dokument-DocumentReference.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-dokument-dokument-intro.md (input/intro-notes/StructureDefinition-mii-pr-dokument-dokument-intro.md)	-	-
C3-66a80b	conservation	C3	IDENTISCH	FHIRProfile/Index.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-edca56	conservation	C3	IDENTISCH	NLP-Processing-Status-Extension.page.md	migrated -> input/intro-notes/StructureDefinition-mii-ex-dokument-nlp-processing-status-intro.md (input/intro-notes/StructureDefinition-mii-ex-dokument-nlp-processing-status-intro.md)	-	-
C3-2fe7d8	conservation	C3	IDENTISCH	TechnischeImplementierung/Index.page.md	retired: 12-word navigation stub [MAP-EDIT: all 5 children routed; a hub would hold nothing]	-	-
C3-5746cf	conservation	C3	IDENTISCH	Kompatibilitaet.page.md	migrated -> input/pagecontent/kompatibilitaet.md (input/pagecontent/kompatibilitaet.md)	-	-
C3-d04b32	conservation	C3	IDENTISCH	Terminologien.page.md	migrated -> input/pagecontent/code-systems.md (input/pagecontent/code-systems.md)	-	-
C4-7b2767	conservation	C4	NICHT PRUEFBAR	AnwendungsflleInformationsmodell/Index.page.md	the source page carries NO prose -- 0 generated table row(s) only	-	conservation of a generated view is not a text question; confirm the artefact page replaces it (R1)
C4-d2b82b	conservation	C4	DIVERGIERT	Beschreibung.page.md	3 of 15 PROSE runs of the source page are in no target page (first: Zudem enthält das Modul eine NLP-Extension, welche den Bearb…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-196ae3	conservation	C4	DIVERGIERT	CapabilityStatement.page.md	3 of 6 PROSE runs of the source page are in no target page (first: Um eine dezentrale Datenauswertung mittels des Deutschen For…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-0a8096	conservation	C4	DIVERGIERT	Conformance.page.md	25 of 25 PROSE runs of the source page are in no target page (first: Diese Seite beschreibt, wie Konformitätsanforderungen dokume…); 9 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-f3c91c	conservation	C4	DIVERGIERT	Datensaetze.page.md	3 of 7 PROSE runs of the source page are in no target page (first: # Die offiziell beschlossene Version des Informationsmodells…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-68e681	conservation	C4	NICHT PRUEFBAR	Dokument-DocumentReference.page.md	the source page embeds an element-tree rendering (4 occurrences of the renderer's marker); 4 of 29 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-39c9c7	conservation	C4	DIVERGIERT	FHIRProfile/Index.page.md	9 of 24 PROSE runs of the source page are in no target page (first: Einleitung FHIR Profile Bitte die [Seite der Namenskonventio…); 26 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-c975ec	conservation	C4	NICHT PRUEFBAR	HinweisTemplate.page.md	the source page carries NO prose -- 0 generated table row(s) only	-	conservation of a generated view is not a text question; confirm the artefact page replaces it (R1)
C4-11b5dc	conservation	C4	DIVERGIERT	Kompatibilitaet.page.md	2 of 70 PROSE runs of the source page are in no target page (first: Die Kompatibilität der FHIR DocumentReference-Profile des MI…); 34 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-3b379e	conservation	C4	IDENTISCH	Kontext-Bezuege.page.md	all 12 prose runs present in the target's de corpus; 11 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	-
C4-920d02	conservation	C4	DIVERGIERT	MIIIGModulDokument/Index.page.md	10 of 12 PROSE runs of the source page are in no target page (first: Die vorliegende Spezifikation beschreibt die FHIR Repräsenta…); 6 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-14e9a5	conservation	C4	NICHT PRUEFBAR	NLP-Processing-Status-Extension.page.md	the source page embeds an element-tree rendering (13 occurrences of the renderer's marker); 3 of 35 runs are in no target page, but prose and rendered view cannot be told apart in it	-	read the page against its target: migration replaces the VIEW with the artefact page (R1), so only its prose has to be conserved -- and only a human can say which is which here
C4-fe91db	conservation	C4	DIVERGIERT	Referenzen.page.md	7 of 19 PROSE runs of the source page are in no target page (first: * [KBV Basis-Profile mit Medizinischen Informationsobjekten …)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-03ec0a	conservation	C4	DIVERGIERT	Release-Notes.page.md	9 of 14 PROSE runs of the source page are in no target page (first: Diese Seite enthält einen Changelog mit Beschreibung der Änd…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-f0499f	conservation	C4	DIVERGIERT	Szenarien.page.md	7 of 32 PROSE runs of the source page are in no target page (first: Grundsätzlich soll mit dem Dokument-Profil ( ) die Möglichke…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-fc1144	conservation	C4	NICHT PRUEFBAR	TechnischeImplementierung/Index.page.md	the source page carries NO prose -- 0 generated table row(s) only	-	conservation of a generated view is not a text question; confirm the artefact page replaces it (R1)
C4-dcd614	conservation	C4	DIVERGIERT	Terminologien.page.md	14 of 14 PROSE runs of the source page are in no target page (first: Beschreibung von eigenen ValueSets, Verwendung international…); 12 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-d47516	conservation	C4	DIVERGIERT	UML.page.md	2 of 9 PROSE runs of the source page are in no target page (first: Ein *Dokument* kann in Abhängigkeit vom Szenario einen Patie…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-ef59ff	conservation	C4	DIVERGIERT	index.md	1 of 1 PROSE runs of the source page are in no target page (first: # MII_IG_Dok_DE Feel free to modify this index page with you…)	-	map the missing text to a target page section, or record the loss in the report's content map
C5-f09e26	conservation	C5	IDENTISCH	input/includes/menu.xml	all 26 menu entries resolve to a real page	-	-
C5-89fa79	conservation	C5	IDENTISCH	input/translations/en/includes/menu.xml	all 26 menu entries resolve to a real page	-	-
C5-15c8a4	conservation	C5	DIVERGIERT	input/pagecontent/kompatibilitaet.md	narrative page in NO menu entry -- rendered, but reachable only by typing its URL	-	add it to input/includes/menu.xml (and the per-language copies), or retire the page
C5-3cab9a	conservation	C5	IDENTISCH	target page set	every narrative page is either the template's or a page-map target	-	-
C6-3deab4	conservation	C6	IDENTISCH	Beschreibung.page.md	12 of 15 runs placed, most on index -- the mapped target	-	-
C6-c81fe3	conservation	C6	IDENTISCH	CapabilityStatement.page.md	3 of 6 runs placed, most on capability-statements -- the mapped target	-	-
C6-a8e46e	conservation	C6	IDENTISCH	Datensaetze.page.md	4 of 7 runs placed, most on logical-models -- the mapped target	-	-
C6-da7baf	conservation	C6	IDENTISCH	Dokument-DocumentReference.page.md	25 of 29 runs placed, most on StructureDefinition-mii-pr-dokument-dokument-intro -- the mapped target	-	-
C6-089cbe	conservation	C6	IDENTISCH	FHIRProfile/Index.page.md	15 of 24 runs placed, most on profiles -- the mapped target	-	-
C6-7d2cd9	conservation	C6	IDENTISCH	Kompatibilitaet.page.md	68 of 70 runs placed, most on kompatibilitaet -- the mapped target	-	-
C6-9fc4cd	conservation	C6	IDENTISCH	Kontext-Bezuege.page.md	12 of 12 runs placed, most on implementer-guidance -- the mapped target	-	-
C6-4b21c6	conservation	C6	IDENTISCH	MIIIGModulDokument/Index.page.md	2 of 12 runs placed, most on index -- the mapped target	-	-
C6-dd118a	conservation	C6	IDENTISCH	NLP-Processing-Status-Extension.page.md	32 of 35 runs placed, most on StructureDefinition-mii-ex-dokument-nlp-processing-status-intro -- the mapped target	-	-
C6-997ea5	conservation	C6	IDENTISCH	Referenzen.page.md	12 of 19 runs placed, most on implementer-guidance -- the mapped target	-	-
C6-23da97	conservation	C6	IDENTISCH	Release-Notes.page.md	5 of 14 runs placed, most on changes -- the mapped target	-	-
C6-dfd414	conservation	C6	IDENTISCH	Szenarien.page.md	25 of 32 runs placed, most on guidance -- the mapped target	-	-
C6-dcdd2a	conservation	C6	IDENTISCH	UML.page.md	7 of 9 runs placed, most on uml-diagrams -- the mapped target	-	-
C7-9191f0	conservation	C7	DIVERGIERT	capability-statements	3 of 6 prose runs of the source page CapabilityStatement.page.md are in no target page (C4), and capability-statements carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-4f50d8	conservation	C7	DIVERGIERT	changes	9 of 14 prose runs of the source page Release-Notes.page.md are in no target page (C4), and changes carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-118c68	conservation	C7	DIVERGIERT	guidance	7 of 32 prose runs of the source page Szenarien.page.md are in no target page (C4), and guidance carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-fabfa8	conservation	C7	DIVERGIERT	code-systems	14 of 14 prose runs of the source page Terminologien.page.md are in no target page (C4), and code-systems carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-8a1680	conservation	C7	DIVERGIERT	uml-diagrams	2 of 9 prose runs of the source page UML.page.md are in no target page (C4), and uml-diagrams carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-bba487	conservation	C7	NICHT PRUEFBAR	Dokument-DocumentReference.page.md	C4 could not tell this page's prose from its embedded element-tree rendering, so whether anything was rewritten here is not measured	-	read the page against its target (the same human action C4 asks for) and mark whatever the migration wrote per spec section 9d
C7-c9621a	conservation	C7	NICHT PRUEFBAR	NLP-Processing-Status-Extension.page.md	C4 could not tell this page's prose from its embedded element-tree rendering, so whether anything was rewritten here is not measured	-	read the page against its target (the same human action C4 asks for) and mark whatever the migration wrote per spec section 9d
F1-093008	fidelity	F1	IDENTISCH	id	mii-ig-dokument (identical to the source)	-	-
F1-bacf3c	fidelity	F1	IDENTISCH	packageId	de.medizininformatikinitiative.kerndatensatz.dokument (identical to the source)	-	-
F1-489e82	fidelity	F1	IDENTISCH	canonical	https://www.medizininformatik-initiative.de/fhir/ext/modul-d… (identical to the source)	-	-
F1-6cbfea	fidelity	F1	IDENTISCH	version	2027.0.0-ballot.rc1 (identical to the source)	-	-
F1-8a3995	fidelity	F1	IDENTISCH	status	draft (identical to the source)	-	-
F1-b5b102	fidelity	F1	IDENTISCH	title	MII IG Dokument (identical to the source)	-	-
F1-7bae24	fidelity	F1	DIVERGIERT	license	target CC-BY-4.0  vs  source CC0-1.0	-	the SOURCE wins (spec 2.2); restore it or record the divergence as a Gate-A decision -- never normalise silently
F1-5451f2	fidelity	F1	IDENTISCH	publisher	Medizininformatik-Initiative (identical to the source)	-	-
F1-f60f40	fidelity	F1	IDENTISCH	fhirVersion	4.0.1 (identical to the source)	-	-
F2-d14403	fidelity	F2	IDENTISCH	de.basisprofil.r4	pinned 1.6.0, identical to the source pin (the source tree (--source))	-	-
F2-1e50ed	fidelity	F2	IDENTISCH	de.gematik.isik	pinned 6.0.0, identical to the source pin (the source tree (--source))	-	-
F2-2efb2b	fidelity	F2	IDENTISCH	de.ihe-d.terminology	pinned 3.0.1, identical to the source pin (the source tree (--source))	-	-
